workerid,trial_type,modifier2,noun,modifier1,stimulus,train,modifier,response
15,adj_num,ten,leaves,stone,ten stone leaves,False,NA,leaves stone ten
15,num,NA,darts,eight,eight darts,False,NA,darts eight
15,num,NA,bowls,two,two bowls,False,NA,bowls two
15,adj_num,ten,spatulas,spotted,ten spotted spatulas,False,NA,spatulas spotted ten
15,adj_num,one,suitcase,blue,one blue suitcase,False,NA,suitcase blue one
15,adj,NA,pitcher,striped,striped pitcher,False,NA,pitcher striped
15,adj_num,three,vases,green,three green vases,False,NA,vases green three
15,adj_num,six,ducks,orange,six orange ducks,False,NA,ducks orange six
15,adj,NA,cow,striped,striped cow,False,NA,cow striped
16,adj,NA,cow,NA,dirty cow,NA,dirty,cow dirty
16,adj,NA,leaf,NA,spotted leaf,NA,spotted,leaf spotted
16,num,NA,lamps,NA,eight lamps,NA,eight,lamps eight
16,adj,NA,dart,NA,blue dart,NA,blue,dart blue
16,adj,NA,shirt,NA,orange shirt,NA,orange,shirt orange
16,num,NA,vases,NA,four vases,NA,four,vases four
16,adj,NA,scarf,NA,striped scarf,NA,striped,scarf striped
16,num,NA,ribbons,NA,five ribbons,NA,five,ribbons five
16,adj,NA,tray,NA,stone tray,NA,stone,tray stone
16,num,NA,suitcases,NA,three suitcases,NA,three,suitcases three
16,num,NA,pineapples,NA,nine pineapples,NA,nine,pineapples nine
16,num,NA,spatulas,NA,seven spatulas,NA,seven,spatulas seven
16,num,NA,horses,NA,eight horses,NA,eight,horses eight
16,adj,NA,handbag,NA,striped handbag,NA,striped,handbag striped
16,adj,NA,hat,NA,striped hat,NA,striped,hat striped
16,adj,NA,spatula,NA,wooden spatula,NA,wooden,spatula wooden
16,num,NA,hat,NA,one hat,NA,one,hat one
16,num,NA,keys,NA,seven keys,NA,seven,keys seven
16,num,NA,chairs,NA,five chairs,NA,five,chairs five
16,adj,NA,box,NA,dirty box,NA,dirty,box dirty
16,num,NA,handbags,NA,six handbags,NA,six,handbags six
16,adj,NA,duck,NA,dirty duck,NA,dirty,duck dirty
16,adj,NA,pig,NA,furry pig,NA,furry,pig furry
16,num,NA,ducks,NA,eight ducks,NA,eight,ducks eight
16,adj,NA,chair,NA,purple chair,NA,purple,chair purple
16,num,NA,cars,NA,five cars,NA,five,cars five
16,adj,NA,couch,NA,dirty couch,NA,dirty,couch dirty
16,num,NA,boxes,NA,six boxes,NA,six,boxes six
16,num,NA,cows,NA,two cows,NA,two,cows two
16,adj,NA,pitcher,NA,purple pitcher,NA,purple,pitcher purple
16,adj_num,two,pigs,spotted,two spotted pigs,False,NA,pigs spotted two
16,adj_num,one,horse,dirty,one dirty horse,False,NA,horse dirty one
16,adj_num,four,couches,green,four green couches,False,NA,couches green four
16,adj_num,four,darts,wooden,four wooden darts,False,NA,darts wooden four
16,num,NA,pillows,two,two pillows,False,NA,pillows two
16,adj_num,nine,pitchers,green,nine green pitchers,False,NA,pitchers green nine
16,adj,NA,dart,spotted,spotted dart,False,NA,dart spotted
16,num,NA,pineapple,one,one pineapple,False,NA,pineapple one
16,adj_num,nine,shirts,dirty,nine dirty shirts,False,NA,shirts dirty nine
16,adj_num,one,key,striped,one striped key,False,NA,key striped one
16,num,NA,shirts,nine,nine shirts,False,NA,shirts nine
16,num,NA,lamps,six,six lamps,False,NA,lamps six
16,adj,NA,suitcase,spotted,spotted suitcase,False,NA,suitcase spotted
16,adj_num,six,chairs,spotted,six spotted chairs,False,NA,chairs spotted six
16,adj_num,ten,cherries,dirty,ten dirty cherries,False,NA,cherries dirty ten
16,adj,NA,bowl,striped,striped bowl,False,NA,bowl striped
16,adj_num,nine,bowls,green,nine green bowls,False,NA,bowls green nine
16,adj_num,nine,boxes,purple,nine purple boxes,False,NA,boxes purple nine
16,adj_num,nine,shoes,blue,nine blue shoes,False,NA,shoes blue nine
16,adj_num,one,hat,dirty,one dirty hat,False,NA,hat dirty one
16,adj,NA,chair,blue,blue chair,False,NA,chair blue
16,adj,NA,horse,wooden,wooden horse,False,NA,horse wooden
16,adj,NA,scarf,spotted,spotted scarf,False,NA,scarf spotted
16,adj_num,six,ducks,orange,six orange ducks,False,NA,ducks orange six
16,adj_num,seven,lamps,wooden,seven wooden lamps,False,NA,lamps wooden seven
16,num,NA,cars,six,six cars,False,NA,cars six
16,adj_num,seven,spatulas,wooden,seven wooden spatulas,False,NA,spatulas wooden seven
16,adj_num,two,trays,purple,two purple trays,False,NA,trays purple two
16,adj_num,five,shovels,stone,five stone shovels,False,NA,shovels stone five
16,num,NA,chairs,five,five chairs,False,NA,chairs five
16,adj_num,nine,handbags,orange,nine orange handbags,False,NA,handbags orange nine
16,adj,NA,leaf,dirty,dirty leaf,False,NA,leaf dirty
16,adj_num,ten,pears,green,ten green pears,False,NA,pears green ten
16,adj_num,ten,pineapples,spotted,ten spotted pineapples,False,NA,pineapples spotted ten
16,adj_num,nine,suitcases,spotted,nine spotted suitcases,False,NA,suitcases spotted nine
16,adj_num,three,scarfs,furry,three furry scarfs,False,NA,scarfs furry three
16,adj_num,seven,cows,striped,seven striped cows,False,NA,cows striped seven
16,adj,NA,pineapple,spotted,spotted pineapple,False,NA,pineapple spotted
16,adj,NA,ribbon,furry,furry ribbon,False,NA,ribbon furry
16,adj_num,six,pillows,orange,six orange pillows,False,NA,pillows orange six
16,adj_num,two,cars,wooden,two wooden cars,False,NA,cars wooden two
16,adj_num,two,bananas,stone,two stone bananas,False,NA,bananas stone two
16,adj,NA,cherry,stone,stone cherry,False,NA,cherry stone
16,num,NA,cherries,six,six cherries,False,NA,cherries six
16,adj_num,ten,ribbons,dirty,ten dirty ribbons,False,NA,ribbons dirty ten
16,num,NA,horses,four,four horses,False,NA,horses four
16,adj_num,three,leaves,orange,three orange leaves,False,NA,leaves orange three
16,num,NA,leaves,ten,ten leaves,False,NA,leaves ten
16,adj_num,ten,vases,spotted,ten spotted vases,False,NA,vases spotted ten
16,num,NA,suitcases,two,two suitcases,False,NA,suitcases two
17,adj,NA,leaf,NA,striped leaf,NA,striped,leaf striped
17,adj,NA,vase,NA,purple vase,NA,purple,vase purple
17,num,NA,shovels,NA,ten shovels,NA,ten,shovels ten
17,num,NA,horses,NA,nine horses,NA,nine,horses nine
17,adj,NA,duck,NA,striped duck,NA,striped,duck striped
17,num,NA,chairs,NA,four chairs,NA,four,chairs four
17,num,NA,cars,NA,seven cars,NA,seven,cars seven
17,adj,NA,horse,NA,furry horse,NA,furry,horse furry
17,adj,NA,pitcher,NA,stone pitcher,NA,stone,pitcher stone
17,adj,NA,scarf,NA,spotted scarf,NA,spotted,scarf spotted
17,num,NA,suitcases,NA,five suitcases,NA,five,suitcases five
17,num,NA,scarfs,NA,five scarfs,NA,five,scarfs five
17,num,NA,handbags,NA,six handbags,NA,six,six handbags
17,num,NA,hats,NA,four hats,NA,four,hats four
17,adj,NA,box,NA,wooden box,NA,wooden,box wooden
17,adj,NA,hat,NA,wooden hat,NA,wooden,hat wooden
17,adj,NA,handbag,NA,striped handbag,NA,striped,handbag striped
17,num,NA,keys,NA,nine keys,NA,nine,keys nine
17,num,NA,pigs,NA,nine pigs,NA,nine,pigs nine
17,num,NA,boxes,NA,four boxes,NA,four,boxes four
17,num,NA,lamps,NA,four lamps,NA,four,lamps four
17,adj,NA,cow,NA,striped cow,NA,striped,cow striped
17,num,NA,pitchers,NA,nine pitchers,NA,nine,pitchers nine
17,adj,NA,dart,NA,furry dart,NA,furry,dart furry
17,adj,NA,pear,NA,wooden pear,NA,wooden,pear wooden
17,num,NA,cows,NA,three cows,NA,three,cows three
17,adj,NA,suitcase,NA,dirty suitcase,NA,dirty,suitcase dirty
17,adj,NA,banana,NA,dirty banana,NA,dirty,banana dirty
17,adj,NA,key,NA,dirty key,NA,dirty,key dirty
17,num,NA,darts,NA,six darts,NA,six,six darts
17,num,NA,darts,nine,nine darts,False,NA,nine darts
17,adj_num,nine,chairs,wooden,nine wooden chairs,False,NA,nine wooden chairs
17,adj_num,seven,shovels,blue,seven blue shovels,False,NA,seven blue shovels
17,adj,NA,tray,orange,orange tray,False,NA,orange tray
17,adj_num,two,bananas,spotted,two spotted bananas,False,NA,two spotted bananas
17,adj_num,nine,handbags,blue,nine blue handbags,False,NA,nine blue handbags
17,adj,NA,key,striped,striped key,False,NA,striped key
17,adj_num,six,suitcases,wooden,six wooden suitcases,False,NA,six wooden suitcases
17,adj_num,ten,shoes,stone,ten stone shoes,False,NA,ten stone shoes
17,num,NA,couches,six,six couches,False,NA,six couches
17,adj_num,five,cherries,stone,five stone cherries,False,NA,five stone cherries
17,adj,NA,ribbon,wooden,wooden ribbon,False,NA,ribbon wooden
17,adj_num,eight,pineapples,spotted,eight spotted pineapples,False,NA,pineapples eight spotted
17,adj_num,three,scarfs,spotted,three spotted scarfs,False,NA,three spotted scarfs
17,adj,NA,pig,spotted,spotted pig,False,NA,pig spotted
17,adj,NA,hat,spotted,spotted hat,False,NA,hat spotted
17,adj_num,eight,spatulas,dirty,eight dirty spatulas,False,NA,eight dirty spatulas
17,adj_num,eight,pears,spotted,eight spotted pears,False,NA,spotted eight pears
17,adj_num,six,boxes,stone,six stone boxes,False,NA,boxes six stone
17,adj_num,ten,shirts,blue,ten blue shirts,False,NA,shirts blue ten
17,adj_num,eight,trays,wooden,eight wooden trays,False,NA,trays eight wooden
17,adj_num,six,pillows,spotted,six spotted pillows,False,NA,pillows spotted six
17,adj_num,four,cows,furry,four furry cows,False,NA,four furry cows
17,adj,NA,horse,spotted,spotted horse,False,NA,horse spotted
17,adj_num,nine,ducks,stone,nine stone ducks,False,NA,ducks nine stone
17,adj_num,seven,couches,wooden,seven wooden couches,False,NA,seven wooden couches
17,adj,NA,suitcase,spotted,spotted suitcase,False,NA,suitcase spotted
17,num,NA,scarfs,ten,ten scarfs,False,NA,scarfs ten
17,adj_num,four,bowls,striped,four striped bowls,False,NA,bowls four striped
17,adj_num,seven,leaves,spotted,seven spotted leaves,False,NA,leaves seven spotted
17,adj_num,ten,horses,stone,ten stone horses,False,NA,ten stone horses
17,num,NA,shoes,nine,nine shoes,False,NA,nine shoes
17,num,NA,lamps,seven,seven lamps,False,NA,seven lamps
17,adj,NA,couch,striped,striped couch,False,NA,striped couch
17,adj_num,one,pig,spotted,one spotted pig,False,NA,one spotted pig
17,adj_num,nine,darts,furry,nine furry darts,False,NA,nine furry darts
17,adj_num,one,key,striped,one striped key,False,NA,one striped key
17,adj_num,nine,cars,wooden,nine wooden cars,False,NA,nine wooden cars
17,num,NA,cherries,five,five cherries,False,NA,five cherries
17,adj_num,ten,pitchers,dirty,ten dirty pitchers,False,NA,ten dirty pitchers
17,adj_num,five,hats,purple,five purple hats,False,NA,five purple hats
17,num,NA,bowls,eight,eight bowls,False,NA,eight bowls
17,adj_num,seven,ribbons,spotted,seven spotted ribbons,False,NA,seven spotted ribbons
17,num,NA,suitcases,ten,ten suitcases,False,NA,ten suitcases
17,num,NA,pitchers,eight,eight pitchers,False,NA,eight pitchers
17,adj_num,six,lamps,wooden,six wooden lamps,False,NA,six wooden lamps
17,adj,NA,pear,stone,stone pear,False,NA,stone pear
17,adj,NA,handbag,furry,furry handbag,False,NA,furry handbag
17,adj_num,seven,vases,striped,seven striped vases,False,NA,seven striped vases
17,num,NA,cows,seven,seven cows,False,NA,seven cows
18,adj,NA,hat,NA,striped hat,NA,striped,hat striped
18,num,NA,darts,NA,seven darts,NA,seven,darts seven
18,num,NA,shovels,NA,seven shovels,NA,seven,shovels seven
18,adj,NA,key,NA,purple key,NA,purple,key purple
18,num,NA,lamps,NA,nine lamps,NA,nine,lamps nine
18,adj,NA,banana,NA,stone banana,NA,stone,banana stone
18,adj,NA,shoe,NA,spotted shoe,NA,spotted,shoe spotted
18,adj,NA,car,NA,stone car,NA,stone,car stone
18,num,NA,ducks,NA,four ducks,NA,four,ducks four
18,num,NA,chairs,NA,ten chairs,NA,ten,chairs ten
18,adj,NA,leaf,NA,green leaf,NA,green,leaf green
18,num,NA,trays,NA,three trays,NA,three,trays three
18,adj,NA,bowl,NA,wooden bowl,NA,wooden,bowl wooden
18,adj,NA,handbag,NA,orange handbag,NA,orange,handbag orange
18,num,NA,pineapples,NA,three pineapples,NA,three,pineapples three
18,adj,NA,vase,NA,dirty vase,NA,dirty,vase dirty
18,adj,NA,scarf,NA,dirty scarf,NA,dirty,scarf dirty
18,num,NA,spatulas,NA,nine spatulas,NA,nine,spatulas nine
18,adj,NA,pillow,NA,furry pillow,NA,furry,pillow furry
18,adj,NA,box,NA,furry box,NA,furry,box furry
18,num,NA,horses,NA,six horses,NA,six,horses six
18,adj,NA,horse,NA,wooden horse,NA,wooden,horse wooden
18,num,NA,cars,NA,eight cars,NA,eight,cars eight
18,num,NA,pears,NA,two pears,NA,two,pears two
18,num,NA,hats,NA,seven hats,NA,seven,hats seven
18,num,NA,pitchers,NA,nine pitchers,NA,nine,pitchers nine
18,num,NA,cherries,NA,ten cherries,NA,ten,cherries ten
18,num,NA,ribbons,NA,six ribbons,NA,six,ribbons six
18,adj,NA,tray,NA,orange tray,NA,orange,tray orange
18,adj,NA,chair,NA,spotted chair,NA,spotted,chair spotted
18,num,NA,shoe,one,one shoe,False,NA,shoe one
18,adj_num,two,leaves,dirty,two dirty leaves,False,NA,leaves dirty two
18,adj,NA,pig,stone,stone pig,False,NA,pig stone
18,adj,NA,banana,spotted,spotted banana,False,NA,banana spotted
18,adj,NA,shirt,spotted,spotted shirt,False,NA,shirt spotted
18,adj_num,nine,ribbons,blue,nine blue ribbons,False,NA,ribbons blue nine
18,adj,NA,tray,striped,striped tray,False,NA,tray striped
18,adj_num,seven,scarfs,spotted,seven spotted scarfs,False,NA,scarfs spotted seven
18,num,NA,cars,ten,ten cars,False,NA,cars ten
18,adj,NA,pillow,orange,orange pillow,False,NA,pillow orange
18,adj_num,ten,vases,purple,ten purple vases,False,NA,vases purple ten
18,adj_num,six,bananas,stone,six stone bananas,False,NA,bananas stone six
18,adj_num,ten,shovels,orange,ten orange shovels,False,NA,shovels orange ten
18,adj_num,five,pigs,stone,five stone pigs,False,NA,pigs stone five
18,adj_num,one,key,blue,one blue key,False,NA,key blue one
18,adj,NA,hat,spotted,spotted hat,False,NA,hat spotted
18,adj_num,one,pitcher,wooden,one wooden pitcher,False,NA,pitcher wooden one
18,adj,NA,duck,orange,orange duck,False,NA,duck orange
18,adj,NA,cow,wooden,wooden cow,False,NA,cow wooden
18,adj_num,seven,shoes,blue,seven blue shoes,False,NA,shoes blue seven
18,adj_num,six,suitcases,stone,six stone suitcases,False,NA,suitcases stone six
18,adj_num,five,cows,furry,five furry cows,False,NA,cows furry five
18,num,NA,hat,one,one hat,False,NA,hat one
18,adj_num,four,spatulas,dirty,four dirty spatulas,False,NA,spatulas dirty four
18,adj_num,four,shirts,purple,four purple shirts,False,NA,shirts purple four
18,adj_num,three,hats,blue,three blue hats,False,NA,hats blue three
18,adj_num,six,chairs,wooden,six wooden chairs,False,NA,chairs wooden six
18,num,NA,darts,four,four darts,False,NA,darts four
18,num,NA,boxes,nine,nine boxes,False,NA,boxes nine
18,adj_num,five,bowls,stone,five stone bowls,False,NA,bowls stone five
18,adj_num,one,handbag,dirty,one dirty handbag,False,NA,handbag dirty one
18,num,NA,pitchers,five,five pitchers,False,NA,pitchers five
18,adj_num,nine,pineapples,dirty,nine dirty pineapples,False,NA,pineapples dirty nine
18,adj_num,ten,darts,furry,ten furry darts,False,NA,darts furry ten
18,num,NA,keys,eight,eight keys,False,NA,keys eight
18,adj_num,four,pears,green,four green pears,False,NA,pears green four
18,adj,NA,suitcase,blue,blue suitcase,False,NA,suitcase blue
18,adj_num,ten,cars,striped,ten striped cars,False,NA,cars striped ten
18,adj_num,three,ducks,dirty,three dirty ducks,False,NA,ducks dirty three
18,adj_num,four,horses,wooden,four wooden horses,False,NA,horses wooden four
18,adj_num,nine,lamps,dirty,nine dirty lamps,False,NA,lamps dirty nine
18,adj,NA,vase,dirty,dirty vase,False,NA,vase dirty
18,adj_num,two,trays,stone,two stone trays,False,NA,trays stone two
18,adj_num,three,pillows,striped,three striped pillows,False,NA,pillows striped three
18,adj_num,two,couches,spotted,two spotted couches,False,NA,couches spotted two
18,num,NA,pigs,ten,ten pigs,False,NA,pigs ten
18,adj_num,two,boxes,wooden,two wooden boxes,False,NA,boxes wooden two
18,adj_num,seven,cherries,wooden,seven wooden cherries,False,NA,cherries wooden seven
18,num,NA,horse,one,one horse,False,NA,horse one
18,num,NA,scarfs,six,six scarfs,False,NA,scarfs six
19,adj,NA,ribbon,NA,furry ribbon,NA,furry,ribbon furry
19,adj,NA,scarf,NA,purple scarf,NA,purple,scarf purple
19,num,NA,pineapples,NA,four pineapples,NA,four,pineapples four
19,num,NA,hats,NA,four hats,NA,four,hats four
19,num,NA,ducks,NA,nine ducks,NA,nine,ducks nine
19,num,NA,dart,NA,one dart,NA,one,dart one
19,adj,NA,cow,NA,stone cow,NA,stone,cow stone
19,adj,NA,pitcher,NA,orange pitcher,NA,orange,pitcher orange
19,num,NA,lamps,NA,nine lamps,NA,nine,lamps nine
19,num,NA,trays,NA,five trays,NA,five,trays five
19,adj,NA,pear,NA,wooden pear,NA,wooden,pear wooden
19,num,NA,leaves,NA,four leaves,NA,four,leaves four
19,adj,NA,pig,NA,striped pig,NA,striped,pig striped
19,adj,NA,couch,NA,spotted couch,NA,spotted,couch spotted
19,num,NA,pitchers,NA,three pitchers,NA,three,pitchers three
19,adj,NA,lamp,NA,blue lamp,NA,blue,lamp blue
19,num,NA,couches,NA,seven couches,NA,seven,couches seven
19,adj,NA,shoe,NA,furry shoe,NA,furry,shoe furry
19,num,NA,shovels,NA,eight shovels,NA,eight,shovels eight
19,adj,NA,horse,NA,spotted horse,NA,spotted,horse spotted
19,num,NA,vases,NA,seven vases,NA,seven,vases seven
19,adj,NA,duck,NA,spotted duck,NA,spotted,duck spotted
19,adj,NA,shirt,NA,purple shirt,NA,purple,shirt purple
19,num,NA,suitcases,NA,eight suitcases,NA,eight,suitcases eight
19,adj,NA,pillow,NA,dirty pillow,NA,dirty,pillow dirty
19,adj,NA,car,NA,orange car,NA,orange,car orange
19,num,NA,boxes,NA,nine boxes,NA,nine,boxes nine
19,adj,NA,pineapple,NA,stone pineapple,NA,stone,pineapple stone
19,num,NA,shirts,NA,seven shirts,NA,seven,shirts seven
19,num,NA,pillows,NA,four pillows,NA,four,pillows four
19,adj_num,two,keys,wooden,two wooden keys,False,NA,keys wooden two
19,num,NA,ducks,two,two ducks,False,NA,ducks two
19,adj_num,eight,pigs,dirty,eight dirty pigs,False,NA,pigs dirty eight
19,adj_num,nine,bowls,stone,nine stone bowls,False,NA,bowls stone nine
19,adj_num,nine,cows,stone,nine stone cows,False,NA,cows stone nine
19,adj_num,eight,darts,spotted,eight spotted darts,False,NA,darts spotted eight
19,adj_num,nine,vases,blue,nine blue vases,False,NA,vases blue nine
19,adj_num,eight,shoes,blue,eight blue shoes,False,NA,shoes blue eight
19,adj_num,seven,pineapples,spotted,seven spotted pineapples,False,NA,pineapples spotted seven
19,adj,NA,handbag,orange,orange handbag,False,NA,handbag orange
19,adj_num,eight,scarfs,dirty,eight dirty scarfs,False,NA,scarfs dirty eight
19,adj_num,ten,pillows,striped,ten striped pillows,False,NA,pillows striped ten
19,adj_num,four,pears,green,four green pears,False,NA,pears green four
19,adj_num,ten,leaves,stone,ten stone leaves,False,NA,leaves stone ten
19,adj_num,nine,chairs,dirty,nine dirty chairs,False,NA,chairs dirty nine
19,num,NA,cars,seven,seven cars,False,NA,cars seven
19,adj_num,five,hats,blue,five blue hats,False,NA,hats blue five
19,adj_num,four,couches,green,four green couches,False,NA,couches green four
19,num,NA,vase,one,one vase,False,NA,vase one
19,num,NA,darts,seven,seven darts,False,NA,darts seven
19,adj_num,seven,shovels,spotted,seven spotted shovels,False,NA,shovels spotted seven
19,adj_num,nine,spatulas,spotted,nine spotted spatulas,False,NA,spatulas spotted nine
19,adj_num,eight,boxes,striped,eight striped boxes,False,NA,boxes striped eight
19,adj_num,two,shirts,blue,two blue shirts,False,NA,shirts blue two
19,adj_num,seven,ducks,spotted,seven spotted ducks,False,NA,ducks spotted seven
19,num,NA,shirts,four,four shirts,False,NA,shirts four
19,adj_num,ten,handbags,orange,ten orange handbags,False,NA,handbags orange ten
19,adj_num,four,trays,striped,four striped trays,False,NA,trays striped four
19,num,NA,trays,nine,nine trays,False,NA,trays nine
19,adj_num,six,lamps,wooden,six wooden lamps,False,NA,lamps wooden six
19,num,NA,suitcases,eight,eight suitcases,False,NA,suitcases eight
19,adj_num,three,pitchers,stone,three stone pitchers,False,NA,pitchers stone three
19,adj,NA,ribbon,green,green ribbon,False,NA,ribbon green
19,adj,NA,spatula,blue,blue spatula,False,NA,spatula blue
19,adj_num,ten,cherries,stone,ten stone cherries,False,NA,cherries stone ten
19,adj_num,ten,bananas,spotted,ten spotted bananas,False,NA,bananas spotted ten
19,adj,NA,chair,furry,furry chair,False,NA,chair furry
19,num,NA,pitchers,three,three pitchers,False,NA,pitchers three
19,adj,NA,vase,blue,blue vase,False,NA,vase blue
19,adj,NA,pineapple,wooden,wooden pineapple,False,NA,pineapple wooden
19,adj,NA,leaf,green,green leaf,False,NA,leaf green
19,adj,NA,dart,dirty,dirty dart,False,NA,dart dirty
19,adj_num,one,car,orange,one orange car,False,NA,car orange one
19,adj,NA,horse,spotted,spotted horse,False,NA,horse spotted
19,adj_num,five,ribbons,furry,five furry ribbons,False,NA,ribbons furry five
19,adj,NA,shirt,orange,orange shirt,False,NA,shirt orange
19,adj_num,one,horse,wooden,one wooden horse,False,NA,horse wooden one
19,adj_num,seven,suitcases,purple,seven purple suitcases,False,NA,suitcases purple seven
19,num,NA,spatulas,eight,eight spatulas,False,NA,spatulas eight
19,num,NA,handbags,seven,seven handbags,False,NA,handbags seven
20,adj,NA,chair,NA,blue chair,NA,blue,chair blue
20,adj,NA,dart,NA,spotted dart,NA,spotted,dart spotted
20,num,NA,shoes,NA,two shoes,NA,two,shoes two
20,num,NA,hats,NA,seven hats,NA,seven,hats seven
20,adj,NA,shoe,NA,green shoe,NA,green,shoe green
20,num,NA,suitcases,NA,five suitcases,NA,five,suitcases five
20,adj,NA,banana,NA,green banana,NA,green,banana green
20,adj,NA,pig,NA,stone pig,NA,stone,pig stone
20,num,NA,pigs,NA,nine pigs,NA,nine,pigs nine
20,adj,NA,box,NA,spotted box,NA,spotted,box spotted
20,adj,NA,handbag,NA,green handbag,NA,green,handbag green
20,num,NA,leaves,NA,seven leaves,NA,seven,leaves seven
20,adj,NA,cow,NA,spotted cow,NA,spotted,cow spotted
20,num,NA,chairs,NA,five chairs,NA,five,chairs five
20,num,NA,vases,NA,seven vases,NA,seven,vases seven
20,adj,NA,leaf,NA,orange leaf,NA,orange,leaf orange
20,adj,NA,pillow,NA,purple pillow,NA,purple,pillow purple
20,adj,NA,bowl,NA,dirty bowl,NA,dirty,bowl dirty
20,num,NA,ducks,NA,two ducks,NA,two,ducks two
20,num,NA,spatulas,NA,five spatulas,NA,five,spatulas five
20,num,NA,cherries,NA,four cherries,NA,four,cherries four
20,adj,NA,couch,NA,wooden couch,NA,wooden,couch wooden
20,num,NA,bananas,NA,seven bananas,NA,seven,bananas seven
20,adj,NA,suitcase,NA,orange suitcase,NA,orange,suitcase orange
20,num,NA,darts,NA,seven darts,NA,seven,darts seven
20,adj,NA,horse,NA,striped horse,NA,striped,horse striped
20,num,NA,key,NA,one key,NA,one,key one
20,num,NA,pears,NA,three pears,NA,three,pears three
20,num,NA,bowls,NA,eight bowls,NA,eight,bowls eight
20,adj,NA,key,NA,purple key,NA,purple,key purple
20,adj_num,four,spatulas,blue,four blue spatulas,False,NA,spatulas blue four
20,adj,NA,shoe,green,green shoe,False,NA,shoe green
20,adj,NA,cherry,dirty,dirty cherry,False,NA,cherry dirty
20,adj_num,seven,vases,spotted,seven spotted vases,False,NA,vases spotted seven
20,adj,NA,pig,dirty,dirty pig,False,NA,pig dirty
20,adj_num,eight,pitchers,wooden,eight wooden pitchers,False,NA,pitchers wooden eight
20,adj_num,eight,scarfs,purple,eight purple scarfs,False,NA,scarfs purple eight
20,num,NA,bowls,eight,eight bowls,False,NA,bowls eight
20,adj_num,four,cherries,spotted,four spotted cherries,False,NA,cherries spotted four
20,adj,NA,banana,wooden,wooden banana,False,NA,banana wooden
20,adj_num,seven,couches,spotted,seven spotted couches,False,NA,couches spotted seven
20,adj_num,eight,bananas,spotted,eight spotted bananas,False,NA,bananas spotted eight
20,adj_num,eight,cars,green,eight green cars,False,NA,cars green eight
20,num,NA,cows,seven,seven cows,False,NA,cows seven
20,adj_num,two,darts,purple,two purple darts,False,NA,darts purple two
20,num,NA,pitcher,one,one pitcher,False,NA,pitcher one
20,adj_num,four,cows,stone,four stone cows,False,NA,cows four stone
20,num,NA,ribbon,one,one ribbon,False,NA,ribbon one
20,adj_num,six,hats,dirty,six dirty hats,False,NA,hats dirty six
20,adj_num,ten,ribbons,striped,ten striped ribbons,False,NA,ribbons striped ten
20,adj_num,six,lamps,stone,six stone lamps,False,NA,lamps stone six
20,adj_num,nine,trays,orange,nine orange trays,False,NA,trays orange nine
20,adj_num,seven,horses,furry,seven furry horses,False,NA,horses furry seven
20,adj_num,nine,leaves,spotted,nine spotted leaves,False,NA,leaves spotted nine
20,num,NA,pineapples,ten,ten pineapples,False,NA,pineapples ten
20,num,NA,lamps,eight,eight lamps,False,NA,lamps eight
20,adj_num,ten,keys,green,ten green keys,False,NA,keys green ten
20,adj_num,one,shoe,green,one green shoe,False,NA,shoe green one
20,adj_num,one,pear,spotted,one spotted pear,False,NA,pear spotted one
20,adj_num,two,bowls,stone,two stone bowls,False,NA,bowls stone two
20,adj,NA,couch,striped,striped couch,False,NA,couch striped
20,adj,NA,hat,blue,blue hat,False,NA,hat blue
20,adj_num,seven,chairs,blue,seven blue chairs,False,NA,chairs blue seven
20,adj_num,nine,pigs,dirty,nine dirty pigs,False,NA,pigs dirty nine
20,num,NA,chairs,six,six chairs,False,NA,chairs six
20,adj_num,three,boxes,stone,three stone boxes,False,NA,boxes stone three
20,adj,NA,vase,dirty,dirty vase,False,NA,vase dirty
20,adj_num,four,handbags,dirty,four dirty handbags,False,NA,handbags dirty four
20,adj,NA,pillow,striped,striped pillow,False,NA,pillow striped
20,adj,NA,duck,dirty,dirty duck,False,NA,duck dirty
20,adj_num,two,ducks,spotted,two spotted ducks,False,NA,ducks spotted two
20,num,NA,pillows,seven,seven pillows,False,NA,pillows seven
20,adj_num,three,pineapples,dirty,three dirty pineapples,False,NA,pineapples dirty three
20,adj_num,ten,shirts,green,ten green shirts,False,NA,shirts green ten
20,adj_num,seven,shovels,purple,seven purple shovels,False,NA,shovels purple seven
20,num,NA,scarfs,eight,eight scarfs,False,NA,scarfs eight
20,num,NA,cars,four,four cars,False,NA,cars four
20,adj_num,three,suitcases,striped,three striped suitcases,False,NA,suitcases striped three
20,adj_num,six,pillows,blue,six blue pillows,False,NA,pillows blue six
20,adj,NA,lamp,wooden,wooden lamp,False,NA,lamp wooden
21,adj,NA,spatula,NA,stone spatula,NA,stone,spatula stone
21,adj,NA,box,NA,dirty box,NA,dirty,box dirty
21,adj,NA,chair,NA,dirty chair,NA,dirty,chair dirty
21,num,NA,spatula,NA,one spatula,NA,one,spatula one
21,adj,NA,horse,NA,stone horse,NA,stone,stone horse
21,adj,NA,bowl,NA,stone bowl,NA,stone,bowl stone
21,adj,NA,car,NA,stone car,NA,stone,car stone
21,num,NA,bananas,NA,six bananas,NA,six,bananas six
21,num,NA,shovels,NA,two shovels,NA,two,shovels two
21,num,NA,chairs,NA,four chairs,NA,four,chairs four
21,num,NA,shoes,NA,six shoes,NA,six,shoes six
